Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias;;;;;;;;;;;;;;;;;;;;;;
Variável - Área plantada (Hectares);;;;;;;;;;;;;;;;;;;;;;
Cód.;Município;Ano x Produto das lavouras temporárias;;;;;;;;;;;;;;;;;;;;
Cód.;Município;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
Cód.;Município;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar;Cana-de-açúcar
3518305;Guararema (SP);-;1800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4800;1000;1000;1000
3518404;Guaratinguetá (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3518503;Guareí (SP);-;60000;85590;79818;156370;178346;182400;275500;240000;300000;306003;284000;360000;324000;266000;304000;162500;160000;80000;80000;60000
3518602;Guariba (SP);1275000;1360000;1530000;1530000;1710000;1594133;1376000;1548000;1548000;1548000;1620000;1785000;1575000;1575000;1801575;1802000;1803275;1802000;1802000;1700000;1908000
3518701;Guarujá (SP);...;...;...;...;...;...;...;...;...;-;...;...;...;...;...;-;...;...;-;-;...
3518800;Guarulhos (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3518859;Guatapará (SP);1855080;1856000;1856000;1856000;1856000;1933797;1856000;1976000;2119320;2030400;2030432;1852769;1852740;1853572;1856872;1853572;1853572;1853572;1853572;1853568;1853568
3518909;Guzolândia (SP);54982;53300;32155;57989;55525;33505;95530;146846;22042;108759;236390;278600;178839;143520;168000;133649;214848;185688;216000;195000;217000
3519006;Herculândia (SP);-;-;-;-;6720;162228;87040;174080;460620;478620;77600;473450;493850;460800;944000;704700;704775;968000;968000;757500;774337
3519055;Holambra (SP);-;14400;14400;18000;19000;25031;24000;30000;33000;33000;15600;38000;32300;32300;30000;30000;65000;39000;39000;39000;39000
3519071;Hortolândia (SP);...;78000;78000;42000;42000;43805;42000;42000;42000;42000;...;12000;6000;6000;6000;...;...;...;...;...;...
3519105;Iacanga (SP);266000;175000;266000;175000;210000;182518;433500;457777;1177600;1177600;1177600;1245516;1245516;1245516;1245516;1245516;1792000;2125000;1600000;1600000;1631200
3519204;Iacri (SP);14168;14168;58191;52114;97077;90019;238000;280000;320000;440000;504000;707000;727300;763000;763000;588300;588300;741200;763000;213500;739880
3519253;Iaras (SP);-;-;-;-;4800;-;-;187500;187500;187500;360000;300000;700000;700000;700000;380000;420000;420000;301000;301000;278800
3519303;Ibaté (SP);672000;656000;771900;1498540;1498540;1561355;1428000;1428000;1428000;1498760;1498760;1403570;1456890;1216000;912000;1064000;1418600;1615000;1292000;1292000;1275000
3519402;Ibirá (SP);127500;277500;210000;412000;238050;300372;548240;440000;575600;575600;800000;900000;960000;1080000;1120000;1120000;1120000;1120000;1016000;825500;1032000
3519501;Ibirarema (SP);394100;520000;600000;679091;721820;709213;663000;733050;858500;804895;798916;801975;520000;565500;565500;667745;667745;456500;481525;510000;562500
3519600;Ibitinga (SP);459000;394200;515520;757000;770000;550683;770000;1280000;1717000;1717000;2310000;2860000;3000000;3000000;2614500;2664835;2992510;2992500;2635500;2325000;2542000
3519709;Ibiúna (SP);1800;3600;3600;3600;7200;7509;7509;-;7509;-;-;-;-;-;-;-;-;-;-;-;-
3519808;Icém (SP);429649;395919;395919;395910;400000;550526;616581;669420;616500;616500;900000;616500;630000;616500;616500;1170000;936000;750000;572000;689600;595000
3519907;Iepê (SP);234000;400000;400000;560000;584917;610161;585000;560320;824560;824560;1024560;1066104;1344580;1117350;1117350;1361747;1330089;983616;711999;711999;1417400
3520004;Igaraçu do Tietê (SP);720000;810000;629000;810000;810000;760317;544000;563200;563200;563200;563200;630256;556500;615700;510860;627628;598436;581166;596785;516450;516450
3520103;Igarapava (SP);1022000;1162500;1323750;1350000;1350000;1524324;1760000;2080000;216000;2320000;2320000;2320000;2160000;1923750;1923750;1887000;2067000;2257600;2257600;1735350;1735350
3520202;Igaratá (SP);-;-;0;-;-;-;-;-;-;-;-;-;-;2000;-;-;-;-;-;-;-
3520301;Iguape (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3520400;Ilhabela (SP);100;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...;...;...;...;...
3520442;Ilha Solteira (SP);-;-;-;-;22500;53289;123300;151920;985860;985860;878000;1008000;972402;929359;1122728;1012208;1356908;1186349;1360000;1537500;1553760
3520509;Indaiatuba (SP);-;-;176000;200000;200000;208592;240000;208000;200000;205000;172880;216000;168000;214400;213300;184000;216000;224000;158000;165900;168000
3520608;Indiana (SP);-;-;-;-;-;-;-;-;6930;7000;6930;5390;5390;5380;5380;5380;5380;5380;5380;5380;3937
3520707;Indiaporã (SP);-;-;-;21000;21000;-;-;23200;99200;96000;160000;200000;264000;392000;231000;312000;280000;431360;400000;400000;400000
3520806;Inúbia Paulista (SP);162000;162000;168867;133672;127239;58876;200000;216800;264160;274066;274066;274066;248565;248565;216300;255000;249600;226200;220400;179400;168000
3520905;Ipaussu (SP);705000;705000;705000;960000;960000;834368;840000;1000000;1000000;1000000;1000000;1000000;1000000;1000000;1000000;1360000;1263000;1260000;972000;1080000;1330360
3521002;Iperó (SP);36000;49000;48000;48000;58800;50062;50062;50400;50400;150000;81000;81000;-;142460;142460;142460;142460;142460;-;71949;71950
3521101;Ipeúna (SP);315000;315000;303265;284665;294664;250125;324000;288000;335400;336000;327600;327600;382200;468000;289001;359100;333245;333245;428736;385000;400000
3521150;Ipiguá (SP);30000;30000;7000;8500;63365;54234;46000;155070;128000;184560;200000;200000;200000;290000;234000;327600;220500;220500;220500;192000;225000
3521200;Iporanga (SP);-;-;-;-;-;-;-;-;-;-;100;100;-;1750;1750;1750;1750;1750;300;300;600
3521309;Ipuã (SP);1480000;1920000;2000000;2340700;2447500;2100504;2511000;2511000;2511000;2520000;2520000;2520000;2240000;2240000;2240000;2240000;2240000;2240000;2240000;2100000;2100000
3521408;Iracemápolis (SP);720000;729000;700000;747000;747000;779091;765000;751400;765000;795600;795600;751400;751400;733975;725336;711450;711450;725336;588200;658350;659636
3521507;Irapuã (SP);240000;240000;208240;208240;208240;241967;370300;480000;501600;501600;654560;737600;818550;818550;684000;720000;837000;837000;837000;903600;1103480
3521606;Irapuru (SP);-;-;13864;13864;29300;89486;585000;612000;700000;770000;770000;880000;350000;247500;250500;268590;266000;266000;266000;322000;315000
3521705;Itaberá (SP);...;-;-;-;-;-;-;9000;3000;9;-;60500;108900;35000;28000;28000;-;-;-;-;-
3521804;Itaí (SP);350000;750000;1050000;1050000;1050000;1038351;1320000;1320000;1507320;1320000;1320000;1320000;1320000;2000000;1400000;2000000;1400000;1400000;675000;1125000;1125000
3521903;Itajobi (SP);760000;826725;770000;933840;933840;1201954;1071000;1520000;1944000;1960000;1968000;2096000;2064000;2224000;2016000;2030000;2352000;1680000;2160000;1824000;2340000
3522000;Itaju (SP);-;208000;208000;208000;249600;307976;364500;630996;480000;636805;625650;625650;532500;552500;455000;580272;580272;580272;525000;525000;525000
3522109;Itanhaém (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-
3522158;Itaoca (SP);-;-;-;-;-;-;-;-;-;-;480;300;2232;45;-;720;720;720;720;1500;1500
3522208;Itapecerica da Serra (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3522307;Itapetininga (SP);200000;95000;250000;253427;376934;362115;800000;685400;955340;1248000;1049100;1210750;1041710;1411000;1291290;1120000;880000;652000;584000;504000;480000
3522406;Itapeva (SP);154000;168000;154000;161000;161000;250310;350000;550000;700000;600000;60000;60000;495000;450000;-;240000;240000;224000;200000;200000;200000
3522505;Itapevi (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3522604;Itapira (SP);1012500;1080000;1012500;1350000;1350000;1401809;1350000;1233270;1233270;1233270;554400;529125;529125;529125;481950;415800;420750;315000;280800;348000;291960
3522653;Itapirapuã Paulista (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;1218;600;600;180;900;900;900
3522703;Itápolis (SP);1256000;1256000;1210000;1502320;1600000;1637310;1480000;2560000;2800000;2720000;2720000;2880000;3273520;3570000;2520000;2520000;2442000;2310000;2880000;2970000;2871000
3522802;Itaporanga (SP);-;-;-;-;-;-;-;50000;56000;-;56000;57200;49000;22500;14000;14000;-;-;7000;-;-
3522901;Itapuí (SP);612000;612000;800000;929250;929250;969171;929250;1034000;850000;625650;850000;850000;773500;773500;773500;773500;773500;773500;641250;684000;641250
3523008;Itapura (SP);16000;-;-;-;0;84746;91980;83700;183301;682683;736740;1050000;680243;575406;575406;767979;941200;950000;950000;928000;1007000
3523107;Itaquaquecetuba (SP);120;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3523206;Itararé (SP);-;-;-;-;-;-;-;-;-;-;9600;12800;-;-;-;-;-;-;2100;2100;2100
3523305;Itariri (SP);-;-;-;...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-;-;-
3523404;Itatiba (SP);-;-;-;-;-;-;-;-;24000;40000;40000;44000;52000;12000;48000;25000;7500;7500;7500;7500;5500
3523503;Itatinga (SP);-;-;-;-;-;-;-;48000;48000;78000;84000;84000;114000;133000;171000;264800;240000;240000;536000;553500;553500
3523602;Itirapina (SP);444700;444700;158352;215389;225012;201294;147065;150000;392000;383400;383400;411800;397600;609000;410718;538265;541515;541515;525000;525000;525000
3523701;Itirapuã (SP);-;-;-;-;-;-;-;-;16000;14250;14250;15000;16000;20000;28500;37000;37000;63000;72000;67000;74666
3523800;Itobi (SP);120000;144000;144000;160000;192000;200249;208000;208000;192000;192000;184000;192000;207000;180000;180000;32000;32000;32000;32000;145000;144000
3523909;Itu (SP);69800;84000;49000;49000;49000;51105;30000;54000;49000;117600;114800;139160;110180;165600;106200;144000;126000;144000;142200;165900;110600
3524006;Itupeva (SP);700;700;1400;2030;2030;2191;2800;1050;1050;12000;11925;11925;11925;11925;750;960;960;480;400;400;400
3524105;Ituverava (SP);924800;1168000;1100000;1124200;1804050;1879670;2340000;3600000;4410000;3760000;3760000;3760000;3995000;4002225;3800000;3800000;4037500;4037500;4037500;4037500;4037500
3524204;Jaborandi (SP);1056000;1227360;1220000;1380780;1440000;1438657;1917450;1603800;1927800;1802160;1800000;1522500;1500000;1500000;1500000;1500000;1600000;1410000;1466400;1428800;1435060
3524303;Jaboticabal (SP);3000000;3000000;3600000;3600000;3600000;3734325;3200000;3600000;3600000;4000000;4050000;4505000;3487500;3487500;4604000;4604000;4891750;4891750;4891750;4590000;5179500
3524402;Jacareí (SP);-;1500;-;750;-;-;-;-;-;1200;1200;1200;1200;-;-;-;-;-;400;400;400
3524501;Jaci (SP);4800;-;-;-;77000;112639;500000;560000;422240;502020;520020;520020;520020;577800;433350;541620;661980;801800;617980;595620;631620
3524600;Jacupiranga (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;30;30
3524709;Jaguariúna (SP);125600;109900;120000;120000;241200;281599;104000;150000;180000;180000;93600;310171;307100;307100;250600;286400;286400;200000;200000;200000;200000
3524808;Jales (SP);-;-;-;-;-;-;-;18000;-;80475;192500;180000;212500;255000;304000;405600;405600;405600;495000;504000;504000
3524907;Jambeiro (SP);1800;1200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1200;-;-;-;-
3525003;Jandira (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3525102;Jardinópolis (SP);2240000;1960000;2240000;2240000;2400000;2333893;2240000;2249000;2273600;4333440;2833884;2705562;2194640;2194640;2482646;2194640;2194640;2194640;2194640;2880000;2880000
3525201;Jarinu (SP);18750;18750;18750;18750;18750;15644;15000;15000;15000;15000;5600;2100;1200;1200;1600;1300;1300;1300;1300;1300;1300
3525300;Jaú (SP);2775000;3000000;3145000;2960000;2960000;3236408;3200000;3444000;3444000;3527000;3527500;3655000;3182000;3354000;3010000;3226500;3440400;3354440;3438400;3520000;3300000
3525409;Jeriquara (SP);190000;190000;190000;210000;192000;375466;360000;360000;400000;300000;367500;392000;346500;451200;285000;346500;375000;400000;368000;368000;368000
3525508;Joanópolis (SP);-;-;1680;1600;1680;1925;1927;1927;2050;2050;2500;5400;-;-;-;-;-;-;-;-;-
3525607;João Ramalho (SP);180000;240000;240000;181674;181674;304122;316750;316750;684977;1040000;1040000;1296000;1120000;1531278;1531278;2132041;1921220;1692652;762588;762588;919063
3525706;José Bonifácio (SP);10000;8000;88000;88000;104000;186921;120000;700000;720000;1620000;2340000;1980000;2080000;2790000;1980000;2000000;2800000;2940000;2520000;2520000;2880000
3525805;Júlio Mesquita (SP);-;-;-;-;-;-;-;30000;12000;14200;-;20800;15600;20760;24500;67680;50760;59220;59220;-;-
3525854;Jumirim (SP);36000;36000;36000;36000;36000;39632;38400;12000;48000;9000;13000;13000;23200;40000;40000;40000;40000;40000;40000;33000;44000
3525904;Jundiaí (SP);-;-;2000;2000;2000;2086;2000;2000;2000;-;1680;-;-;-;-;-;-;-;-;-;-
3526001;Junqueirópolis (SP);14000;14000;26300;132240;299600;518351;680000;1120280;1061592;1061592;2000000;2125000;1890000;1991500;1568000;1988000;1499420;1694000;1820000;1690000;1618500
3526100;Juquiá (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3526209;Juquitiba (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...
3526308;Lagoinha (SP);-;-;-;-;-;-;-;144;-;-;19040;5040;-;-;-;-;360;528;490;250;-
3526407;Laranjal Paulista (SP);154000;-;184000;207000;184000;208592;234000;252000;238000;198000;360000;360000;477000;360000;...;-;400000;400000;400000;36500;36500
3526506;Lavínia (SP);412250;-;300000;390000;382500;529446;562500;680000;1600000;1560000;1650000;1640000;1580000;1570160;1389990;1319990;1563200;1563200;1820000;1820000;1820000
3526605;Lavrinhas (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3526704;Leme (SP);1200000;1360000;1521900;1530000;1626240;1645333;1704060;1647000;1647000;1939800;1464000;1464000;1299300;1592000;1182000;1773000;1773300;1773300;1773300;1802088;2252610
3526803;Lençóis Paulista (SP);2400000;3000000;3238050;3000000;2735750;2819483;3240000;2923200;3150000;3150000;3049050;3203055;3203055;3203055;3203056;2920000;2875920;2993720;2519400;2519400;2800000
3526902;Limeira (SP);1050000;1050000;1050000;1120000;1120000;1094012;1330000;1120000;1330000;1120000;1280000;1280000;1280000;984712;788000;924350;1120000;1120000;1120000;1005840;790670
3527009;Lindóia (SP);2100;2100;2100;2100;2800;3338;2800;1800;3200;3200;1560;840;840;1190;850;850;1700;1700;1700;1700;1700
3527108;Lins (SP);592000;692000;720392;740620;784438;708954;890000;945000;1080000;1200000;1387500;1387500;-;2382100;2287500;2496000;2602880;2367400;2640400;2418750;1820000
3527207;Lorena (SP);...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3527256;Lourdes (SP);124960;144320;196213;209740;149432;156444;171798;216828;453900;441660;425383;378584;316050;286356;169756;191870;239640;196245;230400;19250;179400
3527306;Louveira (SP);-;-;-;-;-;-;-;-;-;...;-;900;1080;900;990;990;990;990;990;990;825
3527405;Lucélia (SP);287000;287000;467533;424430;508800;482548;722100;722100;635100;635000;783000;624000;428400;715253;504960;571500;571500;572250;513400;531760;553000
3527504;Lucianópolis (SP);-;-;-;-;-;12516;30000;24000;24000;24000;24000;24000;24000;100000;24000;48310;33750;33750;28800;23625;28880
3527603;Luís Antônio (SP);1904000;1736000;1700000;1736000;1792000;1937966;2322000;2322000;2802500;2795560;2650410;2355920;2149000;2515065;2170018;2515065;1940616;3400000;3400000;2975000;2975000
3527702;Luiziânia (SP);87500;87500;98000;118200;166080;149310;157950;328680;249375;249375;400640;405000;432000;392000;304119;345211;388424;376977;405880;351540;361270
3527801;Lupércio (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
3527900;Lutécia (SP);122450;146940;147000;69561;136319;148544;179550;280000;686907;462000;462000;415800;588000;915075;915075;987700;959469;623700;654597;573428;567000
3528007;Macatuba (SP);933500;933520;1193505;1161339;1162700;1203414;1200240;1402200;1402200;1402200;1402200;1167582;1167582;1167582;1200240;1200240;1200240;1200240;1270994;1270994;1192212
3528106;Macaubal (SP);-;22100;20000;40000;35000;78922;144000;180000;198000;720000;720000;639000;737600;765000;600000;385000;490000;490000;476000;480000;480000
3528205;Macedônia (SP);-;-;-;-;28000;-;-;24000;200000;250000;550000;280000;300000;337500;420000;420000;490000;520000;560000;504000;480000
3528304;Magda (SP);162500;54600;39900;42917;257576;59908;408000;476000;223892;322892;680000;753950;685245;847280;941160;693613;309396;1101150;1095000;1140000;988000
3528403;Mairinque (SP);-;1800;1800;1800;7200;4380;3780;-;4380;-;-;-;-;-;-;-;-;-;-;-;-
3528502;Mairiporã (SP);-;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
3528601;Manduri (SP);-;-;40000;41000;41000;41718;100000;78400;91530;113000;113400;113400;113400;285000;281600;310200;310200;310200;310200;288269;286559
3528700;Marabá Paulista (SP);132000;-;161000;95340;95340;66750;366113;306519;732960;732960;1258000;1295000;987492;939610;1735350;1177090;1348133;1169420;1003590;1075350;1060534
3528809;Maracaí (SP);1050000;1350000;1356120;1363757;1445000;1594133;1400000;1554820;1547735;1424424;1407164;1391280;1312000;1312500;1277500;1350000;1350000;1392000;1324800;1324800;1192680
3528858;Marapoama (SP);171000;183680;183680;200000;200000;258654;183680;288000;280000;280000;360000;448000;405000;405000;324000;405000;400000;402300;557640;557640;557640
3528908;Mariápolis (SP);-;-;-;-;-;48936;84000;49000;49000;112000;80000;105600;72000;84720;51780;65240;65240;66640;67200;55300;56700
3529005;Marília (SP);-;-;-;-;-;-;-;8400;8400;210000;400000;350000;350000;275000;260000;227500;227500;520000;336000;325500;256668
3529104;Marinópolis (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;27500;30150;30150;30150;30150;29600;29600;28000
3529203;Martinópolis (SP);240000;-;240000;695000;795000;750931;971280;972000;1035000;1035000;1035000;1547000;1701460;1325718;1386000;3053400;3053400;302400;314500;314500;3077784
3529302;Matão (SP);1078000;-;1102640;972400;1019007;1062783;987000;1144000;1717360;...;1717360;1717367;1190000;980000;1065000;575100;2000000;1520000;2000000;1600000;1600000
3529401;Mauá (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;-;...;...;...;...
3529500;Mendonça (SP);95900;-;95900;95900;95900;116812;218970;261000;306000;477000;495000;495000;495000;602100;544000;595000;595000;671500;568800;448000;512800
3529609;Meridiano (SP);13920;-;4200;4200;4200;4380;50000;360000;360000;360000;490000;350000;300000;420000;450000;450000;450000;442680;535500;442680;570500
3529658;Mesópolis (SP);-;-;-;-;-;-;-;-;59130;772830;975000;726000;520000;439460;408070;527200;428350;485280;488160;485160;504000
3529708;Miguelópolis (SP);1500000;1500000;1500000;1500000;1500000;1867142;3260000;4700000;3870000;3341970;3521970;3678210;3718700;3200794;3368860;2996020;3355560;3368860;3368860;3611970;3611970
3529807;Mineiros do Tietê (SP);990000;880000;870000;880000;880000;917805;880000;880000;1117600;1056000;1056000;1056000;741020;930000;868000;1015090;1015090;978400;873468;904800;848250
